1, 37.92
2, 64.3
3, 66
4, 66.31
5, 66.75
6, 66.53
7, 66.81
8, 66.22
9, 66.1
10, 66.4
11, 66.41
12, 66.41
13, 66.43
14, 66.34
15, 66.31
16, 66.58
17, 66.4
18, 66.13
19, 66.37
20, 66.26
21, 66.2
22, 66.08
23, 66.17
24, 66.14
25, 66.16
26, 66.06
27, 66.09
28, 66.2
29, 66.18
30, 66.06
31, 66.06
32, 65.93
33, 66.08
34, 66.15
35, 66.21
36, 66.3
37, 66.18
38, 66.26
39, 66.37
40, 66.54
