1, 13.82
2, 28.48
3, 34.55
4, 35.4
5, 37.91
6, 38.03
7, 37.35
8, 38.36
9, 37.78
10, 36.25
11, 42.97
12, 45.53
13, 44.56
14, 43.48
15, 44.49
16, 37.89
17, 48.37
18, 43.71
19, 50.07
20, 44.59
21, 39.94
22, 44.51
23, 50
24, 40.85
25, 55.12
26, 49.55
27, 47.41
28, 50.46
29, 55.13
30, 48.09
31, 56.42
32, 54.66
33, 61.26
34, 49.04
35, 54.23
36, 55.65
37, 61.04
38, 41.56
39, 46.71
40, 53.21
